category,description_cost,description_id,heatgenerated,instability,description_details,accuracymodifier,additionalimpactvfx,additionalimpactvfxscalex,additionalimpactvfxscaley,additionalimpactvfxscalez,aibattlevalue,alwaysindirectvisuals,ammocategoryid,ammunitiontypeid,amsdamage,amshitchance,aoecapable,aoedamage,aoeheatdamage,aoeinstability,aoerange,aparmorshardsmod,apcriticalchancemultiplier,apdamage,apmaxarmorthickness,armordamagemodifier,canbeexhaustedat,canthitunaffecedbypathing,chassistagsaccuracymodifiers_unit_powerarmor,chassistagsaccuracymodifiers_unit_vtol,clearminefieldradius,clusteringmodifier,colorchangerule,colorspeedchange,colorstable,criticalchancemultiplier,criticaldamagemodifier,damagemultiplier,damagepershot,damagevariance,description_name,description_purchasable,description_rarity,description_uiname,directfiremodifier,distantvariance,distantvariancereversed,evasivepipsignored,firedurationwithoutforest,fireonsuccesshit,fireterraincellradius,fireterrainchance,fireterrainstrength,flatjammingchance,hasshells,heatdamagepershot,heatgeneratedmodifier,hideifonlyvariant,hitgenerator,indirectfirecapable,isdamagemodifier,isdamagevariation,isstabilityvariation,longrange,maxmissradius,maxrange,maxshellsdistance,middlerange,minefield_aoedamage,minefield_aoeheat,minefield_aoeinstability,minefield_aoerange,minefield_canthitunaffecedbypathing,minefield_chance,minefield_count,minefield_damage,minefield_firedurationwithoutforest,minefield_fireonsuccesshit,minefield_fireterraincellradius,minefield_fireterrainchance,minefield_fireterrainstrength,minefield_heat,minefield_installcellrange,minefield_sfx,minefield_statuseffects,minefield_vfxmindistance,minefield_vfxprefab,minmissradius,minrange,minshellsdistance,missilehealth,projectilescale_x,projectilescale_y,projectilescale_z,projectilespeedmultiplier,projectilespershot,refiremodifier,shellsradius,shortrange,shotswhenfired,spreadrange,statuseffects,streak,tempdesignmaskcellradius,tempdesignmaskonimpact,tempdesignmaskonimpactturns,type,unguided,unseparateddamagemult,weaponeffectid
TBOLT10,0,Ammunition_TBOLT10_Thermo,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",-2,WFX_ExplosiveSmokeL,3,3,3,90,,,,,,1,10,20,5,40,,,,,1,,,,,,,t0,5,"[{""C"":""#DE6437"",""I"":5}]",,1,0.2,,,Thunderbolt 10 Ammo,0,0,Thermo,,,,,,,,0.25,,,,10,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,0.9,,,,,,,"[{""Description"":{""Details"":""This unit is coated with burning chemicals. Heatsink efficiency reduced by 10."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_Thermobolt"",""Name"":""Thermobaric Explosion""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""10"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
TBOLT10,0,Ammunition_TBOLT10_Kinetic,0,4,These missiles use an unusually large rocket motor with an extended burn time to accelerate a heavy kinetic energy penetrator to great speed. The downside is that it takes time for the projectile to reach peak velocity.,,,,,,,,,,,,,,,,,0.25,0.25,,55,1.5,,,,,,,t0,5,"[{""C"":""#52A545"",""I"":5}]",,1,,,10,Kinetic Thunderbolt 10 Ammo,0,0,Kinetic,,0.3,1,,,,,,,,,,1,,,0,1,,,150,,240,,120,,,,,,,,,,,,,,,,,,,,,60,,7,,,,2,,,,90,,,,,,,,Normal,0,,
TBOLT10,0,Ammunition_TBOLT10_HE,0,,"High Explosive warhead with AOE and minefield clearance, but low direct damage",-2,WFX_ExplosiveSmokeM,3,3,3,,1,,,,,1,35,,15,40,,,,,1,,,,,15,,t0,5,"[{""C"":""#A16BC6"",""I"":5}]",,1,0.4,,,Thunderbolt 10 Ammo,0,0,High Explosive,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0.9,,,,,,,[],,,,,Normal,,,
TBOLT10,0,Ammunition_TBOLT10_Guided,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",-1,WFX_BESmaller,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,t0,,"[{""C"":""#1813B2"",""I"":5}]",,1,0.75,,,Thunderbolt 10 Ammo,0,0,Guided,-1,,,2,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,Normal,,,
TBOLT10,0,Ammunition_TBOLT10_Feint,0,,"In an attempt to keep TBM systems competitive despite the reappearance of AMS these munitions go 'dumb' during part of their flight while dropping chaff. This impairs accuracy and reduces warhead payload slightly, but throws off AMS systems.",1,WFX_BESmaller,1,1,1,,,,,,-0.1,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#B7CD61"",""I"":5}]",,1,0.9,,,Feint Thunderbolt 10 Ammo,0,0,Feint,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1.5,,,,,,,,,,,,Normal,,,
TBOLT10,0,Ammunition_TBOLT10,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",,WFX_BESmaller,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Thunderbolt 10 Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,Normal,,,
TBOLT15,0,Ammunition_TBOLT15_Thermo,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",-2,WFX_ExplosiveSmokeL,4,4,4,90,,,,,,1,15,30,7,50,,,,,1,,,,,,,t0,5,"[{""C"":""#DE6437"",""I"":5}]",,1,0.2,,,Thunderbolt 15 Ammo,0,0,Thermo,,,,,,,,0.38,,,,15,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0.9,,,,,,,"[{""Description"":{""Details"":""This unit is coated with burning chemicals. Heatsink efficiency reduced by 15."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_Thermobolt"",""Name"":""Thermobaric Explosion""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""15"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
TBOLT15,0,Ammunition_TBOLT15_Kinetic,0,5,These missiles use an unusually large rocket motor with an extended burn time to accelerate a heavy kinetic energy penetrator to great speed. The downside is that it takes time for the projectile to reach peak velocity.,,,,,,,,,,,,,,,,,0.25,0.375,,75,1.5,,,,,,,t0,5,"[{""C"":""#52A545"",""I"":5}]",,1,,,15,Kinetic Thunderbolt 15 Ammo,0,0,Kinetic,,0.3,1,,,,,,,,,,1,,,0,1,,,150,,240,,120,,,,,,,,,,,,,,,,,,,,,60,,10,,,,2,,,,90,,,,,,,,Normal,0,,
TBOLT15,0,Ammunition_TBOLT15_HE,0,,"High Explosive warhead with AOE and minefield clearance, but low direct damage",-2,WFX_ExplosiveSmokeM,4,4,4,,1,,,,,1,45,,25,50,,,,,1,,,,,15,,t0,5,"[{""C"":""#A16BC6"",""I"":5}]",,1,0.4,,,Thunderbolt 15 Ammo,0,0,High Explosive,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,0.9,,,,,,,[],,,,,Normal,,,
TBOLT15,0,Ammunition_TBOLT15_Guided,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",-1,WFX_BESmaller,3,3,3,,,,,,,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#1813B2"",""I"":5}]",,1,0.75,,,Thunderbolt 15 Ammo,0,0,Guided,-1,,,2,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,Normal,,,
TBOLT15,0,Ammunition_TBOLT15_Feint,0,,"In an attempt to keep TBM systems competitive despite the reappearance of AMS these munitions go 'dumb' during part of their flight while dropping chaff. This impairs accuracy and reduces warhead payload slightly, but throws off AMS systems.",1,WFX_BESmaller,2,2,2,,,,,,-0.1,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#B7CD61"",""I"":5}]",,1,0.9,,,Feint Thunderbolt 15 Ammo,0,0,Feint,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,1.5,,,,,,,,,,,,Normal,,,
TBOLT15,0,Ammunition_TBOLT15,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",,WFX_BESmaller,2,2,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Thunderbolt 15 Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,Normal,,,
TBOLT20,0,Ammunition_TBOLT20_Thermo,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",-2,WFX_ExplosiveSmokeL,5,5,5,90,,,,,,1,20,40,10,60,,,,,1,,,,,,,t0,5,"[{""C"":""#DE6437"",""I"":5}]",,1,0.2,,,Thunderbolt 20 Ammo,0,0,Thermo,,,,,,,,0.5,,,,20,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,0.9,,,,,,,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.95"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""This unit is coated with burning chemicals. Heatsink efficiency reduced by 20."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_Thermobolt"",""Name"":""Thermobaric Explosion""},""durationData"":{""clearedWhenAttacked"":false,""duration"":1,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""20"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
TBOLT20,0,Ammunition_TBOLT20_NEMP,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",,WFX_Nuke,1,1,1,90,,,,,,1,1,20,,90,,,,,1,,,,,,,t0,5,"[{""C"":""#DE6437"",""I"":5}]",,1,,-99,,Thunderbolt 20 NEMP Ammo,0,0,NEMP,,,,,,,,0.1,,,,50,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""This unit is coated with burning chemicals. Heatsink efficiency reduced by 20."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_Thermobolt"",""Name"":""Thermobaric Explosion""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""20"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""The Mech's Systems have been scrambled."",""Icon"":""uixSvgIcon_shipUpgrade_power2"",""Id"":""TSEMP-Effect"",""Name"":""TSEMP""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":6,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""2.0"",""operation"":""Float_Add"",""statName"":""AccuracyModifier"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null},{""Description"":{""Details"":""The Mech's Movement is reduced."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""TSEMP-Effect1"",""Name"":""Walk Impaired""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":6,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""0.6"",""operation"":""Float_Multiply"",""statName"":""WalkSpeed"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null},{""Description"":{""Details"":""The Mech's Movement is reduced."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""TSEMP-Effect2"",""Name"":""Move Impaired""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":6,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""0.6"",""operation"":""Float_Multiply"",""statName"":""RunSpeed"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null},{""Description"":{""Details"":""The Mech's cooling is impaired."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""TSEMP-Effect3"",""Name"":""Cooling Impaired""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":6,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""1.5"",""operation"":""Float_Multiply"",""statName"":""HeatGenerated"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""Weapon"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""SingleTarget"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null}]",,,,,Normal,,,
TBOLT20,0,Ammunition_TBOLT20_MIRV,0,,Splits into four individually seeking projectiles,,,,,,,1,,,,-0.1,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#FFF700"",""I"":5}]",,1,,,,Thunderbolt 20 Ammo,0,0,MIRV,,,,,,,,,,,1,,1,,,,1,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,120,12,,,,,3,,120,,,,,,,,,Normal,,0.8,
TBOLT20,0,Ammunition_TBOLT20_Kinetic,0,6,These missiles use an unusually large rocket motor with an extended burn time to accelerate a heavy kinetic energy penetrator to great speed. The downside is that it takes time for the projectile to reach peak velocity.,,,,,,,,,,,,,,,,,0.25,0.5,,100,1.5,,,,,,,t0,5,"[{""C"":""#52A545"",""I"":5}]",,1,,,20,Kinetic Thunderbolt 20 Ammo,0,0,Kinetic,,0.3,1,,,,,,,,,,1,,,0,1,,,150,,240,,120,,,,,,,,,,,,,,,,,,,,,60,,13,,,,2,,,,90,,,,,,,,Normal,0,,
TBOLT20,0,Ammunition_TBOLT20_HE,0,,"High Explosive warhead with AOE and minefield clearance, but low direct damage",-2,WFX_ExplosiveSmokeL,5,5,5,,1,,,,,1,60,,30,60,,,,,1,,,,,15,,t0,5,"[{""C"":""#A16BC6"",""I"":5}]",,1,0.4,,,Thunderbolt 20 Ammo,0,0,High Explosive,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,0.9,,,,,,,[],,,,,Normal,,,
TBOLT20,0,Ammunition_TBOLT20_Guided,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",-1,WFX_BESmaller,2,2,2,,,,,,,,,,,,,,,,1,,,,,,,t0,,"[{""C"":""#1813B2"",""I"":5}]",,1,0.75,,,Thunderbolt 20 Ammo,0,0,Guided,-1,,,2,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,Normal,,,
TBOLT20,0,Ammunition_TBOLT20_Feint,0,,"In an attempt to keep TBM systems competitive despite the reappearance of AMS these munitions go 'dumb' during part of their flight while dropping chaff. This impairs accuracy and reduces warhead payload slightly, but throws off AMS systems.",1,WFX_BESmaller,2,2,2,,,,,,-0.1,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#B7CD61"",""I"":5}]",,1,0.9,,,Feint Thunderbolt 20 Ammo,0,0,Feint,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,1.5,,,,,,,,,,,,Normal,,,
TBOLT20,0,Ammunition_TBOLT20,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",,WFX_BESmaller,2,2,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Thunderbolt 20 Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,Normal,,,
TBOLT5,0,Ammunition_TBOLT5_Thermo,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",-2,WFX_ExplosiveSmokeL,2,2,2,90,,,,,,1,5,10,3,30,,,,,1,,,,,,,t0,5,"[{""C"":""#DE6437"",""I"":5}]",,1,0.2,,,Thunderbolt 5 Ammo,0,0,Thermo,,,,,,,,0.15,,,,5,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0.9,,,,,,,"[{""Description"":{""Details"":""This unit is coated with burning chemicals. Heatsink efficiency reduced by 5."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_Thermobolt"",""Name"":""Thermobaric Explosion""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""5"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.97"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,Normal,,,
TBOLT5,0,Ammunition_TBOLT5_Kinetic,0,2,These missiles use an unusually large rocket motor with an extended burn time to accelerate a heavy kinetic energy penetrator to great speed. The downside is that it takes time for the projectile to reach peak velocity.,,,,,,,,,,,,,,,,,0.25,0.125,,25,1.5,,,,,,,t0,5,"[{""C"":""#52A545"",""I"":5}]",,1,,,5,Kinetic Thunderbolt 5 Ammo,0,0,Kinetic,,0.3,1,,,,,,,,,,1,,,0,1,,,150,,240,,120,,,,,,,,,,,,,,,,,,,,,60,,5,,,,2,,,,90,,,,,,,,Normal,0,,
TBOLT5,0,Ammunition_TBOLT5_HE,0,,"High Explosive warhead with AOE and minefield clearance, but low direct damage",-2,WFX_ExplosiveSmokeS,2,2,2,,1,,,,,1,15,,8,30,,,,,1,,,,,8,,t0,5,"[{""C"":""#A16BC6"",""I"":5}]",,1,0.4,,,Thunderbolt 5 Ammo,0,0,High Explosive,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,0.9,,,,,,,[],,,,,Normal,,,
TBOLT5,0,Ammunition_TBOLT5_Guided,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",-1,WFX_BESmaller,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,t0,,"[{""C"":""#1813B2"",""I"":5}]",,1,0.75,,,Thunderbolt 5 Ammo,0,0,Guided,-1,,,2,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Normal,,,
TBOLT5,0,Ammunition_TBOLT5_Feint,0,,"In an attempt to keep TBM systems competitive despite the reappearance of AMS these munitions go 'dumb' during part of their flight while dropping chaff. This impairs accuracy and reduces warhead payload slightly, but throws off AMS systems.",1,WFX_BESmaller,1,1,1,,,,,,-0.1,,,,,,,,,,1,,,,,,,t0,5,"[{""C"":""#B7CD61"",""I"":5}]",,1,0.9,,,Feint Thunderbolt 5 Ammo,0,0,Feint,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1.5,,,,,,,,,,,,Normal,,,
TBOLT5,0,Ammunition_TBOLT5,0,,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",,WFX_BESmaller,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Thunderbolt 5 Ammo,0,0,STD,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Normal,,,
