category,description_cost,description_id,heatgenerated,instability,description_details,armordamagemodifier,criticaldamagemodifier,description_name,description_purchasable,description_rarity,description_uiname,heatgeneratedmodifier,hideifonlyvariant,isdamagemodifier,type,aibattlevalue,aoecapable,aoedamage,aoeheatdamage,aoerange,additionalimpactvfx,additionalimpactvfxscalex,additionalimpactvfxscaley,additionalimpactvfxscalez,colorchangerule,colorspeedchange,colorstable,damagepershot,fireterrainchance,heatdamagepershot,statuseffects,apcriticalchancemultiplier,apdamage,accuracymodifier,criticalchancemultiplier,damagemultiplier,flatjammingchance,refiremodifier,chassistagsaccuracymodifiers_unit_vtol,evasivepipsignored,amsdamage,shotswhenfired,aoeinstability,clearminefieldradius,firedurationwithoutforest,fireonsuccesshit,fireterraincellradius,fireterrainstrength,missilehealth,minefield_aoedamage,minefield_aoeheat,minefield_aoeinstability,minefield_aoerange,minefield_chance,minefield_count,minefield_damage,minefield_firedurationwithoutforest,minefield_fireonsuccesshit,minefield_fireterraincellradius,minefield_fireterrainchance,minefield_fireterrainstrength,minefield_heat,minefield_installcellrange,minefield_sfx,minefield_vfxmindistance,minefield_vfxprefab,minefield_statuseffects,directfiremodifier,amshitchance,canbeexhaustedat,maxmissradius,minmissradius,tempdesignmaskcellradius,tempdesignmaskonimpact,tempdesignmaskonimpactturns,longrange,maxrange,middlerange,projectilespeedmultiplier,shortrange,minrange,weaponeffectid,alwaysindirectvisuals,chassistagsaccuracymodifiers_unit_powerarmor,hitgenerator,canthitunaffecedbypathing,clusteringmodifier,distantvariance,streak,spreadrange,minefield_canthitunaffecedbypathing,unguided,hasshells,maxshellsdistance,minshellsdistance,projectilespershot,unseparateddamagemult,indirectfirecapable,shellsradius,aparmorshardsmod,apmaxarmorthickness,damagevariance,projectilescale_x,projectilescale_y,projectilescale_z,isdamagevariation,isstabilityvariation,distantvariancereversed,ammocategoryid,ammunitiontypeid
"""Sniper""",0,"""Ammunition_Sniper""",0,,"""Massive rounds, designed for devastating impact, to be used in an AC/20.""",1,1,"""Sniper Ammo""",false,0,"""HE""",1,true,1,"""Normal""",,true,100,,75,"""WFX_ExplosiveSmokeM""",2,2,2,,,,,,,,,,,,0.2,,,-50,,,,50,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sniper""",0,"""Ammunition_Sniper_Inferno""",0,,"""Massive rounds, designed for devastating impact, to be used in an AC/20.""",1,1,"""Sniper Ammo""",false,0,"""Inferno""",1,,1,"""Normal""",,true,35,35,75,"""WFX_BELarger""",1,1,1,"""t0""",,"[{""C"":""#DC143C"",""I"":5}]",,0.75,30,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.95"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,0.2,,,,,,,15,,4,true,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Sniper""",0,"""Ammunition_Sniper_Shaped""",0,,"""Massive rounds, designed for devastating impact, to be used in an AC/20.""",1,1,"""Sniper Ammo""",false,0,"""SC""",1,,1,"""Normal""",,,,,,"""WFX_ExplosiveSmokeM""",1,1,1,,,,,,,,,,-1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT10""",0,"""Ammunition_TBOLT10""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 10 Ammo""",false,0,"""STD""",1,true,1,"""Normal""",,,,,,"""WFX_BESmaller""",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT10""",0,"""Ammunition_TBOLT10_Feint""",0,,"""In an attempt to keep TBM systems competitive despite the reappearance of AMS these munitions go 'dumb' during part of their flight while dropping chaff. This impairs accuracy and reduces warhead payload slightly, but throws off AMS systems.""",1,1,"""Feint Thunderbolt 10 Ammo""",false,0,"""Feint""",1,,1,"""Normal""",,,,,,"""WFX_BESmaller""",1,1,1,"""t0""",5,"[{""C"":""#B7CD61"",""I"":5}]",,,,,,,1,,0.9,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT10""",0,"""Ammunition_TBOLT10_Guided""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 10 Ammo""",false,0,"""Guided""",1,,1,"""Normal""",,,,,,"""WFX_BESmaller""",1,1,1,"""t0""",,"[{""C"":""#1813B2"",""I"":5}]",,,,,,,-1,,0.75,,,,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT10""",0,"""Ammunition_TBOLT10_HE""",0,,"""High Explosive warhead with AOE and minefield clearance, but low direct damage""",1,1,"""Thunderbolt 10 Ammo""",false,0,"""High Explosive""",1,,1,"""Normal""",,true,35,,40,"""WFX_ExplosiveSmokeM""",3,3,3,"""t0""",5,"[{""C"":""#A16BC6"",""I"":5}]",,,,[],,,-2,,0.4,,,,,,,15,15,,true,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT10""",0,"""Ammunition_TBOLT10_Kinetic""",0,4,"""These missiles use an unusually large rocket motor with an extended burn time to accelerate a heavy kinetic energy penetrator to great speed. The downside is that it takes time for the projectile to reach peak velocity.""",1.5,1,"""Kinetic Thunderbolt 10 Ammo""",false,0,"""Kinetic""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#52A545"",""I"":5}]",,,,,0.25,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,150,240,120,2,90,60,,,,,,,0.3,,,,false,,,,,,false,,0.25,55,10,,,,,,true,,
"""TBOLT10""",0,"""Ammunition_TBOLT10_Thermo""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 10 Ammo""",false,0,"""Thermo""",1,,1,"""Normal""",90,true,10,20,40,"""WFX_ExplosiveSmokeL""",3,3,3,"""t0""",5,"[{""C"":""#DE6437"",""I"":5}]",,0.25,10,"[{""Description"":{""Details"":""This unit is coated with burning chemicals. Heatsink efficiency reduced by 10."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_Thermobolt"",""Name"":""Thermobaric Explosion""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""10"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,-2,,0.2,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT15""",0,"""Ammunition_TBOLT15""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 15 Ammo""",false,0,"""STD""",1,true,1,"""Normal""",,,,,,"""WFX_BESmaller""",2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT15""",0,"""Ammunition_TBOLT15_Feint""",0,,"""In an attempt to keep TBM systems competitive despite the reappearance of AMS these munitions go 'dumb' during part of their flight while dropping chaff. This impairs accuracy and reduces warhead payload slightly, but throws off AMS systems.""",1,1,"""Feint Thunderbolt 15 Ammo""",false,0,"""Feint""",1,,1,"""Normal""",,,,,,"""WFX_BESmaller""",2,2,2,"""t0""",5,"[{""C"":""#B7CD61"",""I"":5}]",,,,,,,1,,0.9,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT15""",0,"""Ammunition_TBOLT15_Guided""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 15 Ammo""",false,0,"""Guided""",1,,1,"""Normal""",,,,,,"""WFX_BESmaller""",3,3,3,"""t0""",5,"[{""C"":""#1813B2"",""I"":5}]",,,,,,,-1,,0.75,,,,2,,,,,,,,,9,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT15""",0,"""Ammunition_TBOLT15_HE""",0,,"""High Explosive warhead with AOE and minefield clearance, but low direct damage""",1,1,"""Thunderbolt 15 Ammo""",false,0,"""High Explosive""",1,,1,"""Normal""",,true,45,,50,"""WFX_ExplosiveSmokeM""",4,4,4,"""t0""",5,"[{""C"":""#A16BC6"",""I"":5}]",,,,[],,,-2,,0.4,,,,,,,25,15,,true,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT15""",0,"""Ammunition_TBOLT15_Kinetic""",0,5,"""These missiles use an unusually large rocket motor with an extended burn time to accelerate a heavy kinetic energy penetrator to great speed. The downside is that it takes time for the projectile to reach peak velocity.""",1.5,1,"""Kinetic Thunderbolt 15 Ammo""",false,0,"""Kinetic""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#52A545"",""I"":5}]",,,,,0.375,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,150,240,120,2,90,60,,,,,,,0.3,,,,false,,,,,,false,,0.25,75,15,,,,,,true,,
"""TBOLT15""",0,"""Ammunition_TBOLT15_Thermo""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 15 Ammo""",false,0,"""Thermo""",1,,1,"""Normal""",90,true,15,30,50,"""WFX_ExplosiveSmokeL""",4,4,4,"""t0""",5,"[{""C"":""#DE6437"",""I"":5}]",,0.38,15,"[{""Description"":{""Details"":""This unit is coated with burning chemicals. Heatsink efficiency reduced by 15."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_Thermobolt"",""Name"":""Thermobaric Explosion""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""15"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,-2,,0.2,,,,,,,7,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT20""",0,"""Ammunition_TBOLT20""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 20 Ammo""",false,0,"""STD""",1,true,1,"""Normal""",,,,,,"""WFX_BESmaller""",2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT20""",0,"""Ammunition_TBOLT20_Feint""",0,,"""In an attempt to keep TBM systems competitive despite the reappearance of AMS these munitions go 'dumb' during part of their flight while dropping chaff. This impairs accuracy and reduces warhead payload slightly, but throws off AMS systems.""",1,1,"""Feint Thunderbolt 20 Ammo""",false,0,"""Feint""",1,,1,"""Normal""",,,,,,"""WFX_BESmaller""",2,2,2,"""t0""",5,"[{""C"":""#B7CD61"",""I"":5}]",,,,,,,1,,0.9,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT20""",0,"""Ammunition_TBOLT20_Guided""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 20 Ammo""",false,0,"""Guided""",1,,1,"""Normal""",,,,,,"""WFX_BESmaller""",2,2,2,"""t0""",,"[{""C"":""#1813B2"",""I"":5}]",,,,,,,-1,,0.75,,,,2,,,,,,,,,12,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT20""",0,"""Ammunition_TBOLT20_HE""",0,,"""High Explosive warhead with AOE and minefield clearance, but low direct damage""",1,1,"""Thunderbolt 20 Ammo""",false,0,"""High Explosive""",1,,1,"""Normal""",,true,60,,60,"""WFX_ExplosiveSmokeL""",5,5,5,"""t0""",5,"[{""C"":""#A16BC6"",""I"":5}]",,,,[],,,-2,,0.4,,,,,,,30,15,,true,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT20""",0,"""Ammunition_TBOLT20_Kinetic""",0,6,"""These missiles use an unusually large rocket motor with an extended burn time to accelerate a heavy kinetic energy penetrator to great speed. The downside is that it takes time for the projectile to reach peak velocity.""",1.5,1,"""Kinetic Thunderbolt 20 Ammo""",false,0,"""Kinetic""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#52A545"",""I"":5}]",,,,,0.5,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,150,240,120,2,90,60,,,,,,,0.3,,,,false,,,,,,false,,0.25,100,20,,,,,,true,,
"""TBOLT20""",0,"""Ammunition_TBOLT20_MIRV""",0,,"""Splits into four individually seeking projectiles""",1,1,"""Thunderbolt 20 Ammo""",false,0,"""MIRV""",1,,1,"""Normal""",,,,,,,,,,"""t0""",5,"[{""C"":""#FFF700"",""I"":5}]",,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,true,,,,,,,,,,true,240,120,3,0.8,,120,,,,,,,,,,,
"""TBOLT20""",0,"""Ammunition_TBOLT20_NEMP""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 20 NEMP Ammo""",false,0,"""NEMP""",1,,1,"""Normal""",90,true,1,20,90,"""WFX_Nuke""",1,1,1,"""t0""",5,"[{""C"":""#DE6437"",""I"":5}]",-99,0.1,50,"[{""Description"":{""Details"":""This unit is coated with burning chemicals. Heatsink efficiency reduced by 20."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_Thermobolt"",""Name"":""Thermobaric Explosion""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""20"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""The Mech's Systems have been scrambled."",""Icon"":""uixSvgIcon_shipUpgrade_power2"",""Id"":""TSEMP-Effect"",""Name"":""TSEMP""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":6,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""2.0"",""operation"":""Float_Add"",""statName"":""AccuracyModifier"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null},{""Description"":{""Details"":""The Mech's Movement is reduced."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""TSEMP-Effect1"",""Name"":""Walk Impaired""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":6,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""0.6"",""operation"":""Float_Multiply"",""statName"":""WalkSpeed"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null},{""Description"":{""Details"":""The Mech's Movement is reduced."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""TSEMP-Effect2"",""Name"":""Move Impaired""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":6,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""0.6"",""operation"":""Float_Multiply"",""statName"":""RunSpeed"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null},{""Description"":{""Details"":""The Mech's cooling is impaired."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""TSEMP-Effect3"",""Name"":""Cooling Impaired""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":6,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""1.5"",""operation"":""Float_Multiply"",""statName"":""HeatGenerated"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""Weapon"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""SingleTarget"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT20""",0,"""Ammunition_TBOLT20_Thermo""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 20 Ammo""",false,0,"""Thermo""",1,,1,"""Normal""",90,true,20,40,60,"""WFX_ExplosiveSmokeL""",5,5,5,"""t0""",5,"[{""C"":""#DE6437"",""I"":5}]",,0.5,20,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.95"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""This unit is coated with burning chemicals. Heatsink efficiency reduced by 20."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_Thermobolt"",""Name"":""Thermobaric Explosion""},""durationData"":{""clearedWhenAttacked"":false,""duration"":1,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""20"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,-2,,0.2,,,,,,,10,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT5""",0,"""Ammunition_TBOLT5""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 5 Ammo""",false,0,"""STD""",1,true,1,"""Normal""",,,,,,"""WFX_BESmaller""",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT5""",0,"""Ammunition_TBOLT5_Feint""",0,,"""In an attempt to keep TBM systems competitive despite the reappearance of AMS these munitions go 'dumb' during part of their flight while dropping chaff. This impairs accuracy and reduces warhead payload slightly, but throws off AMS systems.""",1,1,"""Feint Thunderbolt 5 Ammo""",false,0,"""Feint""",1,,1,"""Normal""",,,,,,"""WFX_BESmaller""",1,1,1,"""t0""",5,"[{""C"":""#B7CD61"",""I"":5}]",,,,,,,1,,0.9,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT5""",0,"""Ammunition_TBOLT5_Guided""",0,,"""Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.""",1,1,"""Thunderbolt 5 Ammo""",false,0,"""Guided""",1,,1,"""Normal""",,,,,,"""WFX_BESmaller""",1,1,1,"""t0""",,"[{""C"":""#1813B2"",""I"":5}]",,,,,,,-1,,0.75,,,,2,,,,,,,,,4,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
