ammocategory,battlevalue,category,componentsubtype,componenttype,damage,description_cost,description_id,heatdamage,heatgenerated,instability,inventorysize,prefabidentifier,rangesplit,tonnage,description_details,aoecapable,accuracymodifier,allowedlocations,attackrecoil,bonusvaluea,bonusvalueb,canthitunaffecedbypathing,componenttags_items,componenttags_tagsetsourcefile,criticalchancemultiplier,criticalcomponent,custom_category,custom_flags,damagevariance,description_icon,description_manufacturer,description_model,description_name,description_purchasable,description_rarity,description_uiname,disallowedlocations,evasivedamagemultiplier,evasivepipsignored,fireonsuccesshit,fireterrainchance,indirectfirecapable,maxrange,minrange,overheateddamagemultiplier,projectilespershot,refiremodifier,shotswhenfired,startingammocapacity,type,weaponeffectid,weaponsubtype,statuseffects,ammocategoryid,custom_bonusdescriptions,missilehealth,amsshootseveryattack,aparmorshardsmod,apcriticalchancemultiplier,apmaxarmorthickness,auras,custom_inventorysorter,isaams,isams,modes,notuseinmelee,improvedballistic,additionalimpactvfx,additionalimpactvfxscalex,additionalimpactvfxscaley,additionalimpactvfxscalez,colorchangerule,colorstable,custom_componentexplosion,projectilescale_x,projectilescale_y,projectilescale_z,weaponcategoryid,ballisticdamageperpallet,damagenotdivided,distantvariance,distantvariancereversed,firedelaymultiplier,isdamagevariation,isheatvariation,isstabilityvariation,volleydivisor,cooldown,custom_armorrepair,custom_color,custom_linked,custom_workordercosts,structuredamage,canexplode,additionaldata,custom_lootable,damageonjamming,amshitchance,aoeeffectsfalloff,projectilespeedmultiplier,amsimmune,aoedamage,aoeinstability,aoerange,directfiremodifier,aoeheatdamage,alwaysindirectvisuals,hitgenerator,streak,clearminefieldradius,fireterraincellradius,fireterrainstrength,chassistagsaccuracymodifiers_unit_vtol,unguided,deferredeffect_aoedamage,deferredeffect_aoeheatdamage,deferredeffect_aoeinstability,deferredeffect_aoerange,deferredeffect_firedurationwithoutforest,deferredeffect_fireterraincellradius,deferredeffect_fireterrainchance,deferredeffect_fireterrainstrength,deferredeffect_rangecolor,deferredeffect_sfx,deferredeffect_terrainvfx,deferredeffect_terrainvfxscale,deferredeffect_vfx,deferredeffect_vfxtime,deferredeffect_damageapplytime,deferredeffect_id,deferredeffect_rounds,deferredeffect_statuseffects,deferredeffect_statuseffectsrangefalloff,deferredeffect_sticky,deferredeffect_tempdesignmask,deferredeffect_tempdesignmaskcellradius,deferredeffect_text,deferredeffect_waitvfx,alternatedamagecalc,disableclustering,chassistagsaccuracymodifiers_unit_powerarmor,clusteringmodifier,missilevolleyintervalmultiplier,missilevolleysize,statuseffectsperhit,spreadrange,colorspeedchange,flatjammingchance,shotsperammo,apdamage,gunneryjammingbase,gunneryjammingmult,evasivepipsmods_damage,evasivepipsmods_generatedheat,evasivepipsmods_instablility,firedurationwithoutforest,armordamagemodifier,custom_activatablecomponent,custom_armactuator,isdamagemodifier,custom_handheld,custom_mechconfiguration,evasivepipsmods_apcriticalchancemultiplier,evasivepipsmods_accuracymodifier,evasivepipsmods_criticalchancemultiplier,evasivepipsmods_flatjammingchance,evasivepipsmods_refiremodifier,custom_criticaleffects,custom_vehiclecriticaleffects,destroyonjamming,iffdef
"""NotSet""",0,,"""Weapon""","""Weapon""",25,1120000,"""Weapon_Elite_2_Jackhammer""",0,0,10,1,"""AC20""","[25,25,40]",0,"""A 'Mech sized Hydraulic Hammer, was this version, in best of Solaris' fashion, molded like a large Fist. Someone painted a large HAMMERTIME! graffiti on this model""",false,-1,"""CenterTorso""",0,"""+Fisticuffs""","""+20 Melee Stab Dmg.""",true,"[""component_type_stock"",""range_close""]","""""",1,false,"[{""CategoryID"":""HandHeld""},{""CategoryID"":""w/s/h/HandHeld""}]",,0,"""uixSvgIcon_run_n_gun""","""Stark Ent.""","""Hydraulic Hammer""","""Hammerfist""",true,7,"""Hammerfist""","""All""",0,0,,,false,40,0,0,1,0,3,0,"""Autocannon""","""WeaponEffect-Weapon_AC20_Single""","""AC20""","[{""Description"":{""Details"":""Melee attacks deal 20 more stability damage."",""Icon"":""uixSvgIcon_run_n_gun"",""Id"":""StatusEffect-EliteHammer"",""Name"":""Hydraulic Fists""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":-1,""stackLimit"":-1,""ticksOnActivations"":false,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":false},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Buff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""10.0"",""operation"":""Float_Add"",""statName"":""Instability"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""Weapon"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""Melee"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null}]",,"{""Bonuses"":[""HandHeldMelee: 3.5"",""MeleeStab: +10"",""NoAA""]}",,,0,0.5,1,,"{""SortKey"":""04001""}",,,,,,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""HandsUsed"":true,""Tonnage"":3.5}",{},,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",35,1120000,"""Weapon_Flail""",0,0,25,1,"""AC20""","[25,25,40]",0,"""The BattleMech Flail is a physical attack weapon developed in the arenas of Solaris VII. Though more controllable than the Wrecking Ball that inspired it, the Flail is still tricky to use. MechWarriors have been known to inflict damage on their own 'Mechs from the swinging Flail head.""",false,-1,"""CenterTorso""",0,"""+Fisticuffs""","""+20 Melee Stab Dmg.""",true,"[""component_type_stock"",""range_close"",""HandHeld""]","""""",2.2,false,"[{""CategoryID"":""HandHeld""},{""CategoryID"":""w/s/h/HandHeld""}]",,10,"""uixSvgIcon_run_n_gun""","""Solaris""","""Flail""","""Flail""",true,7,"""Flail""","""All""",0,0,,,false,40,0,0,1,0,3,0,"""Autocannon""","""WeaponEffect-Weapon_AC20_Single""","""AC20""",[],,"{""Bonuses"":[""HandHeldMelee: 2.5"",""VariableDmg: 10"",""WpnAccuracy: +1"",""WpnCrits: 120%"",""NoAA""]}",,,0,0.5,1,,"{""SortKey"":""04001""}",,,,,,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""HandsUsed"":true,""Tonnage"":2.5}",{},,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",60,1120000,"""Weapon_Wrecking_Ball""",0,0,60,1,"""AC20""","[25,25,40]",0,"""The Wrecking Ball is a piece of construction equipment that is rarely seen on the battlefield. Though it has been used by the arena fighters on Solaris, the lack of range and interference with other equipment mean it's not popular with the regular armies of the Inner Sphere. Instead the Wrecking Ball is usually found on IndustrialMechs and support vehicles that are used for demolition.""",false,0,"""CenterTorso""",0,"""+Fisticuffs""","""+20 Melee Stab Dmg.""",true,"[""component_type_stock"",""range_close"",""MeleeWeapon.{location}""]","""""",1,false,"[{""CategoryID"":""HandHeld""},{""CategoryID"":""w/s/h/HandHeld""}]",,0,"""uixSvgIcon_run_n_gun""","""Solaris""","""Wrecking Ball""","""Wrecking Ball""",true,7,"""Wrecking Ball""","""All""",0,0,,,false,40,0,0,1,0,1,0,"""Autocannon""","""WeaponEffect-Weapon_AC20_Single""","""AC20""",[],,"{""Bonuses"":[""HandHeldMelee: 4"",""NoAA""]}",,,0,0.5,1,,"{""SortKey"":""04001""}",,,,,,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""HandsUsed"":true,""Tonnage"":4}",{},,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",45,1120000,"""Weapon_Wrecking_Ball_Spiked""",0,0,45,1,"""AC20""","[25,25,40]",0,"""The Wrecking Ball is a piece of construction equipment that is rarely seen on the battlefield. This was in typical Pirate fashion adorned with Large Metal Spikes to seem even more threatening and deadly, but used a smaller and lighter ball.""",false,0,"""CenterTorso""",0,"""+Fisticuffs""","""+20 Melee Stab Dmg.""",true,"[""component_type_stock"",""range_close"",""MeleeWeapon.{location}""]","""""",1.5,false,"[{""CategoryID"":""HandHeld""},{""CategoryID"":""w/s/h/HandHeld""}]",,15,"""uixSvgIcon_run_n_gun""","""Punker""","""Spiked Ball""","""Wrecking Ball""",true,7,"""Spiked Wrecking Ball""","""All""",0,0,,,false,40,0,0,1,0,1,0,"""Autocannon""","""WeaponEffect-Weapon_AC20_Single""","""AC20""",[],,"{""Bonuses"":[""HandHeldMelee: 4"",""VariableDmg: 15"",""WpnCrits: +50%"",""NoAA""]}",,,0,0.5,1,,"{""SortKey"":""04001""}",,,,,,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""HandsUsed"":true,""Tonnage"":4}",{},,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",50,60000,"""Weapon_Industrial_MiningDrill""",0,0,40,1,"""AC20""","[25,25,40]",0,"""Mining 'Mechs use arm-mounted Drills to excavate tunnels and extract ore. In an emergency, these heavy-duty drills can be used against 'Mechs in melee combat. Like all Industrial weapons the Mining Drill suffers a small inherent penalty to hit.""",false,1,"""CenterTorso""",0,"""""","""""",true,"[""component_type_stock"",""range_close""]","""""",1,false,"[{""CategoryID"":""HandHeld""},{""CategoryID"":""w/s/h/HandHeld""}]",,0,"""uixSvgIcon_weapon_Support""","""Finn MacCoul""","""Rock Cutter""","""Mining Drill""",true,2,"""Mining Drill""","""All""",0,0,,,false,40,0,0,1,0,1,0,"""MachineGun""","""WeaponEffect-Weapon_MachineGun""","""MachineGun""",[],,"{""Bonuses"":[""HandHeldMelee: 2.5"",""WpnAccuracy: -1"",""NoAA""]}",,,0,0.5,1,,"{""SortKey"":""04001""}",,,,,,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""CanNotBeActivatedManualy"":true,""NoUniqueCheck"":true,""presistantVFX"":{""VFXPrefab"":""vfxPrfPrtl_miningSmokePlume_sm_loop"",""VFXScaleX"":0.5,""VFXScaleY"":0.5,""VFXScaleZ"":0.5}}",,,"{""HandsUsed"":true,""Tonnage"":2.5}",{},,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",9,50000,"""Weapon_Industrial_Chainsaw""",0,0,5,1,"""AC20""","[25,25,40]",0,"""Agricultural 'Mechs use arm-mounted Chainsaws to fell trees and harvest timber. In an emergency these giant saws can be used against 'Mechs in melee combat. Like all Industrial weapons, Chainsaws suffer a small inherent penalty to hit.""",false,1,"""CenterTorso""",0,"""""","""""",true,"[""component_type_stock"",""range_close"",""MeleeWeapon.{location}""]","""""",1,false,"[{""CategoryID"":""HandHeld""},{""CategoryID"":""w/s/h/HandHeld""}]",,0,"""uixSvgIcon_weapon_Support""","""Bunyan""","""Logger""","""Chainsaw""",true,2,"""Chainsaw""","""All""",0,0,,,false,40,0,0,1,0,5,0,"""MachineGun""","""WeaponEffect-Weapon_MachineGun""","""MachineGun""",[],,"{""Bonuses"":[""HandHeldMelee: 2"",""WpnAccuracy: -1"",""NoAA""]}",,,0,0.5,1,,"{""SortKey"":""04001""}",,,,,,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""CanNotBeActivatedManualy"":true,""NoUniqueCheck"":true,""presistantVFX"":{""VFXPrefab"":""vfxPrfPrtl_miningSmokePlume_sm_loop"",""VFXScaleX"":0.5,""VFXScaleY"":0.5,""VFXScaleZ"":0.5}}",,,"{""HandsUsed"":true,""Tonnage"":2}",{},,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",10,50000,"""Weapon_Mortis_Chainsaw""",0,4,6,1,"""AC20""","[40,60,70]",0,"""The Homelite XL in Red is the aspiring Woodmans Tool of choice, it will reliable cut through all that needs be cutting, be it Tree, Table or Deadites, Shop smart, Shop S-Mart!""",false,0,"""CenterTorso""",0,"""""","""""",true,"[""BLACKLISTED"",""component_type_stock"",""range_close""]","""""",1,false,"[{""CategoryID"":""MeleeWeapon""},{""CategoryID"":""w/s/m/melee""}]","{""flags"":[""not_broken"",""no_salvage"",""autorepair""]}",0,"""uixSvgIcon_weapon_Support""","""S-Mart""","""Homelite XL Red""","""Chainsaw""",true,2,"""Chainsaw""","""All""",0,0,,,false,80,0,0,1,0,5,0,"""MachineGun""","""WeaponEffect-Weapon_MachineGun""","""MachineGun""",[],,"{""Bonuses"":[""HandHeldMelee: 2"",""NoAA""]}",,,0,0.5,1,,"{""SortKey"":""04001""}",,,,,,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,"{""ItemID"":""Weapon_Industrial_Chainsaw""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""CanNotBeActivatedManualy"":true,""NoUniqueCheck"":true,""presistantVFX"":{""VFXPrefab"":""vfxPrfPrtl_miningSmokePlume_sm_loop""}}",,,"{""HandsUsed"":false,""Tonnage"":2}",{},,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",35,20000,"""Weapon_Industrial_Cultivator""",0,0,10,1,"""AC20""","[25,25,40]",0,"""Agricultural 'Mechs use rotary Cultivators to plow soil, breaking up rocks and tree stumps as they go. In an emergency, the rotating blades of these can be used for melee combat. Like all industrial weapons, the Cultivator suffers a small inherent penalty to hit.""",false,1,"""CenterTorso""",0,"""""","""""",true,"[""component_type_stock"",""range_close""]","""""",1,false,"[{""CategoryID"":""HandHeld""},{""CategoryID"":""w/s/h/HandHeld""}]",,0,"""uixSvgIcon_weapon_Support""","""Bunyan""","""Soil Tiller""","""Cultivator""",true,1,"""Cultivator""","""All""",0,0,,,false,40,0,0,1,0,1,0,"""MachineGun""","""WeaponEffect-Weapon_MachineGun""","""MachineGun""",[],,"{""Bonuses"":[""HandHeldMelee: 2.5"",""WpnAccuracy: -1"",""NoAA""]}",,,0,0.5,1,,"{""SortKey"":""04001""}",,,,,,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""CanNotBeActivatedManualy"":true,""NoUniqueCheck"":true,""presistantVFX"":{""VFXPrefab"":""vfxPrfPrtl_miningSmokePlume_sm_loop"",""VFXScaleX"":0.5,""VFXScaleY"":0.5,""VFXScaleZ"":0.5}}",,,"{""HandsUsed"":true,""Tonnage"":2.5}",{},,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",10,20000,"""Weapon_Industrial_JackHammer""",0,0,10,1,"""AC20""","[25,25,40]",0,"""Mining and construction 'Mechs use Jackhammers to break apart rock or concrete. In an emergency, these powered hammers can be used against 'Mechs in melee combat. Like all Industrial weapons the Jackhammer suffers a small inherent penalty to hit.""",false,1,"""CenterTorso""",0,"""""","""""",true,"[""component_type_stock"",""range_close""]","""""",1,false,"[{""CategoryID"":""HandHeld""},{""CategoryID"":""w/s/h/HandHeld""}]",,0,"""uixSvgIcon_weapon_Support""","""Finn MacCoul""","""Rock Breaker""","""Jackhammer""",true,1,"""Jackhammer""","""All""",0,0,,,false,40,0,0,1,0,3,0,"""Autocannon""","""WeaponEffect-Weapon_AC10_Single""","""AC10""",[],,"{""Bonuses"":[""HandHeldMelee: 2"",""WpnAccuracy: -1"",""NoAA""]}",,,0,0.5,1,,"{""SortKey"":""04001""}",,,,,,,,,,,,,,,,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""CanNotBeActivatedManualy"":true,""NoUniqueCheck"":true,""presistantVFX"":{""VFXPrefab"":""vfxPrfPrtl_miningSmokePlume_sm_loop"",""VFXScaleX"":0.5,""VFXScaleY"":0.5,""VFXScaleZ"":0.5}}",,,"{""HandsUsed"":true,""Tonnage"":2}",{},,,,,,,,,
"""AC20Internal""",0,,"""Weapon""","""Weapon""",6,20000,"""Weapon_POD_M""",0,3,25,1,"""AC5""","[30,60,90]",0,"""The M-Pod is based on the A-Pod and B-Pod, but uses larger explosives and a more directional blast to damage hard targets. Designed by engineers in the Solaris games, the M-Pod is essentially a modified canister of LB-X autocannon ammunition. When activated it sprays targets with a mixture of shrapnel and 'Mech sized shotgun pellets. <b><color=#099ff2>VOLATILE!</color></b>""",,-2,"""CenterTorso""",4,"""""","""""",,"[""component_type_stock"",""range_close""]","""""",1.5,false,"[{""CategoryID"":""w/s/h/BoltOn""},{""CategoryID"":""BoltOn""}]",,0,"""uixSvgIcon_weapon_Ballistic""","""Solaris Arms""","""Explosive Canister""","""Anti-Mech Pod""",true,0,"""M POD""","""All""",0,1,,,false,120,0,0,20,0,1,1,"""MachineGun""","""WeaponEffect-Weapon_AC10_Single""","""MachineGun""",[],,"{""Bonuses"":[""IsMelee"",""BoltOn: 3"",""DmgFallOff: 25%"",""1shot"",""PipsIgnored: 1"",""InternalAmmo: 25"",""NoAA""]}",,,0,0.5,1,,"{""SortKey"":""04002""}",,,,,true,,,,,,,"{""ExplosionDamagePerAmmo"":25,""StabilityDamagePerAmmo"":10}",,,,"""SpecialMelee""",,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Cluster""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""HandsUsed"":false,""Tonnage"":3}",{},,,,,,,,,"""notblanksowontdamageselfbutcandamagefriendlies"""
"""Flamer""",0,,"""Weapon""","""Weapon""",0,1330000,"""Weapon_PowerArmor_AMS""",0,0,0,1,"""AMS""","[60,90,120]",0.3,"""A Battle Armor Point Defense System, allowing to intercept nearby enemy Missiles. \n\n<b><color=#ffcc00>Battle Armor Weapons can only be mounted on Powered Armor Units.</color></b>""",false,0,"""All""",0,"""""","""""",,"[""component_type_stock"",""range_close"",""paweapon""]","""""",1,false,"[{""CategoryID"":""AMS""},{""CategoryID"":""w/s/m/pa""}]","{""flags"":[""not_broken"",""not_destroyed""]}",0,"""AMS""","""RISC""","""Iron Dome""","""BA AMS""",true,8,"""BA AMS""","""All""",0,0,,,false,160,0,0,1,0,15,100,"""MachineGun""","""WeaponEffect-Weapon_MachineGun""","""MachineGun""",[],,"{""Bonuses"":[""BAWEAPON"",""AdvAMS"",""AMSAcc: 40%"",""AMSShots: 15""]}",,true,0,0.5,1,"[{""AllyStealthAffection"":""None"",""ApplySelf"":false,""EnemyStealthAffection"":""None"",""HideOnNotSelected"":true,""Id"":""AMS"",""IsPositiveToAlly"":true,""Name"":""AMS"",""Range"":10,""RemoveOnSensorLock"":false,""ReticleColor"":""#800000"",""State"":""Persistent""}]","{""SortKey"":""00025""}",true,true,,true,,,,,,,,,,,,"""BattleArmor""",,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",0,,"""Weapon""","""Weapon""",50,1150000,"""Weapon_Elite_2_PlasmaTorch""",25,0,15,1,"""Flamer""","[25,25,40]",0,"""Construction and engineering mechs use Plasma Torches to cut and weld metal. This Specific Torch was actually redesigned for Military use to act like an energy Lance. Not affected by PPC Cap.""",false,-1,"""CenterTorso""",0,"""20 Var.Dmg.""","""+10MeleeDMG""",true,"[""component_type_stock"",""range_close"",""MeleeWeapon.{location}""]","""""",2,false,"[{""CategoryID"":""HandHeld""},{""CategoryID"":""w/s/h/HandHeld""}]",,20,"""uixSvgIcon_run_n_gun""","""Deadly Sins""","""Anti Mech Lance""","""Plasma Lance""",true,7,"""Plasma Lance""","""All""",0,1,,,false,40,0,0,1,0,1,0,"""PPC""","""WeaponEffect-Weapon_PPC""","""PPCER""","[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.95"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Melee attacks deal 10 more damage."",""Icon"":""uixSvgIcon_run_n_gun"",""Id"":""StatusEffect-EliteTorch"",""Name"":""Military Torch""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":-1,""stackLimit"":-1,""ticksOnActivations"":false,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":false},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Buff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""5.0"",""operation"":""Float_Add"",""statName"":""DamagePerShot"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""Weapon"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""Melee"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null}]",,"{""Bonuses"":[""HandHeldMelee: 2"",""WpnAccuracy: +1"",""WpnCrits: X2"",""VariableDmg: 20"",""Melee2: 5"",""NoAA""]}",,,0,0.5,1,,"{""SortKey"":""04001""}",,,,,true,,,,,"""t0""","[{""C"":""#FF00FF"",""I"":5}]",,0.8,0.8,0.8,"""SpecialMelee""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""HandsUsed"":true,""Tonnage"":2}",{},,,,,,,,,
